0	1	1	1	0	1	1
1	2	1	31	19	3	2
5	2	0	1	1	1	2
2	2	0	1	1	1	3
3	2	0	1	0	1	4
4	2	0	1	0	1	5
6	4	2	1	0	2	6
7	17	13	1	1	1	7
98	553	14	1	0	1	7
207	1149	2	1	0	1	7
363	1769	2	1	0	1	7
570	2115	1	1	0	1	7
665	2357	0	1	0	1	7
901	2954	8	1	0	1	7
1043	3255	4	1	0	1	7
1128	3550	5	1	0	1	7
2936	7793	0	1	0	1	7
3023	8394	1	1	0	1	7
3147	8995	2	1	0	1	7
3232	9596	2	1	0	1	7
3350	10205	3	1	0	1	7
4748	14709	0	1	0	1	7
4926	15241	10	1	0	1	7
4975	15540	0	1	0	1	7
5068	15848	5	1	0	1	7
5192	16443	1	1	0	1	7
5295	16778	2	1	0	1	7
5503	17351	1	1	0	1	7
5673	17941	1	1	0	1	7
5820	18297	1	1	0	1	7
6002	18884	2	1	0	1	7
6115	19208	1	1	0	1	7
6201	19505	1	1	0	1	7
6283	19793	1	1	0	1	7
6373	20073	4	1	0	1	7
6456	20372	4	1	0	1	7
6551	20669	0	1	0	1	7
6722	21267	0	1	0	1	7
6810	21709	2	1	0	1	7
6958	22271	0	1	0	1	7
7138	22875	6	1	0	1	7
7444	23472	2	1	0	1	7
7787	24071	1	1	0	1	7
7909	24375	10	1	0	1	7
8010	24671	0	1	0	1	7
8234	25403	4	1	0	1	7
8403	25721	1	1	0	1	7
8638	26318	1	1	0	1	7
8730	26609	0	1	0	1	7
8819	26908	0	1	0	1	7
9047	27508	3	1	0	1	7
9110	27812	2	1	0	1	7
9193	28107	2	1	0	1	7
9310	28714	7	1	0	1	7
9439	29122	0	1	0	1	7
9598	29724	3	1	0	1	7
9781	30315	0	1	0	1	7
9953	30918	1	1	0	1	7
10201	31529	0	1	0	1	7
10361	32126	8	1	0	1	7
10754	32970	0	1	0	1	7
10921	33571	0	1	0	1	7
11010	33850	1	1	0	1	7
11137	34149	0	1	0	1	7
11530	35072	1	1	0	1	7
11660	35377	3	1	0	1	7
11899	35965	1	1	0	1	7
11986	36471	0	1	0	1	7
12014	36785	41	1	0	1	7
12051	37044	28	1	0	1	7
12089	37345	2	1	0	1	7
12165	37953	16	1	0	1	7
12201	38256	8	1	0	1	7
12304	38858	0	1	0	1	7
12325	39141	7	1	0	1	7
12352	39441	0	1	0	1	7
12408	39811	6	1	0	1	7
12555	40116	2	1	0	1	7
12659	40426	0	1	0	1	7
12790	40714	1	1	0	1	7
12899	41012	2	1	0	1	7
13097	41611	5	1	0	1	7
13202	42215	1	1	0	1	7
13418	42820	8	1	0	1	7
13513	43316	2	1	0	1	7
13590	43624	0	1	0	1	7
13651	43916	1	1	0	1	7
13890	44837	2	1	0	1	7
14012	45147	0	1	0	1	7
14125	45718	3	1	0	1	7
14240	46018	4	1	0	1	7
14351	46312	4	1	0	1	7
14435	46592	1	1	0	1	7
14701	47271	4	1	0	1	7
14788	47564	1	1	0	1	7
14971	48195	4	1	0	1	7
15078	48497	9	1	0	1	7
15188	48798	0	1	0	1	7
15257	49081	3	1	0	1	7
15321	49389	2	1	0	1	7
15408	49711	12	1	0	1	7
15489	49983	1	1	0	1	7
16200	54076	1	1	0	1	7
16279	54676	1	1	0	1	7
16429	55586	3	1	0	1	7
16487	55902	2	1	0	1	7
16576	56477	1	1	0	1	7
16665	57094	2	1	0	1	7
16828	57753	1	1	0	1	7
17219	58366	2	1	0	1	7
17411	58718	0	1	0	1	7
17502	58956	15	1	0	1	7
17664	59580	1	1	0	1	7
17747	59860	0	1	0	1	7
17914	60169	3	1	0	1	7
18065	60761	3	1	0	1	7
19948	65114	2	1	0	1	7
20103	65408	1	1	0	1	7
20228	66010	1	1	0	1	7
20308	66311	2	1	0	1	7
20395	66610	0	1	0	1	7
20513	66927	2	1	0	1	7
20678	67513	0	1	0	1	7
20778	67819	5	1	0	1	7
20977	68407	0	1	0	1	7
20995	68441	0	1	0	1	7
21044	68694	3	1	0	1	7
21282	69322	0	1	0	1	7
21385	69595	2	1	0	1	7
21509	69894	1	1	0	1	7
21741	70555	0	1	0	1	7
21936	71104	5	1	0	1	7
22113	71707	2	1	0	1	7
22201	71995	1	1	0	1	7
24193	79298	2	1	0	1	7
24227	79588	0	1	0	1	7
24292	79892	1	1	0	1	7
24345	80191	2	1	0	1	7
24445	80787	3	1	0	1	7
24478	81091	5	1	0	1	7
24560	81694	4	1	0	1	7
24590	81991	2	1	0	1	7
24618	82287	12	1	0	1	7
24779	83326	1	1	0	1	7
24857	83912	5	1	0	1	7
24927	84213	2	1	0	1	7
25009	84529	1	1	0	1	7
25089	85129	7	1	0	1	7
25234	85719	1	1	0	1	7
25386	86317	0	1	0	1	7
8	18	1	1	0	1	8
9	21	3	1	0	1	9
61	270	2	1	0	1	9
115	580	0	1	0	1	9
175	872	2	1	0	1	9
209	1152	2	1	0	1	9
262	1462	2	1	0	1	9
377	1783	2	1	0	1	9
573	2128	4	1	0	1	9
687	2378	4	1	0	1	9
828	2669	0	1	0	1	9
908	2968	1	1	0	1	9
1061	3282	1	1	0	1	9
1137	3563	5	1	0	1	9
1289	3824	0	1	0	1	9
1432	4118	2	1	0	1	9
1522	4414	1	1	0	1	9
1629	4719	12	1	0	1	9
1727	5024	5	1	0	1	9
1909	5320	6	1	0	1	9
2018	5621	1	1	0	1	9
2170	5942	4	1	0	1	9
2331	6226	1	1	0	1	9
2545	6522	1	1	0	1	9
2692	6819	7	1	0	1	9
2795	7130	5	1	0	1	9
2835	7209	1	1	0	1	9
2891	7516	0	1	0	1	9
2938	7800	5	1	0	1	9
2986	8122	24	1	0	1	9
3028	8411	7	1	0	1	9
3098	8714	7	1	0	1	9
3149	9002	2	1	0	1	9
3197	9307	5	1	0	1	9
3235	9607	7	1	0	1	9
3296	9912	6	1	0	1	9
3353	10219	7	1	0	1	9
3416	10517	2	1	0	1	9
3544	11116	2	1	0	1	9
3620	11419	5	1	0	1	9
3698	11720	2	1	0	1	9
3814	12007	0	1	0	1	9
3915	12306	4	1	0	1	9
4027	12583	3	1	0	1	9
4146	12906	1	1	0	1	9
4249	13181	14	1	0	1	9
4347	13479	0	1	0	1	9
4442	13773	3	1	0	1	9
4542	14069	4	1	0	1	9
4659	14365	2	1	0	1	9
4769	14713	0	1	0	1	9
4860	14960	3	1	0	1	9
