0 	1 	1 	226794 	0 	193794 	1 
1 	2 	1 	2079155148 	1229520213 	149195023 	2 
2 	2 	0 	9001511 	11098616 	278400 	3 
3 	2 	0 	95 	0 	267 	4 
4 	2 	0 	465424 	0 	393843 	5 
5 	2 	0 	8773461 	10201250 	66330 	2 
6 	4 	2 	49724804 	0 	73957733 	6 
7 	17 	13 	286 	325 	181 	7 
8 	18 	1 	2745 	0 	195 	8 
9 	21 	3 	1785836 	0 	24183275 	9 
10 	23 	2 	8358667 	0 	376400 	10 
11 	59 	36 	11582 	0 	144687 	11 
12 	62 	3 	1540 	731 	6069 	12 
13 	70 	8 	17805172363 	12053879 	259418 	13 
14 	77 	7 	2894700938 	700 	25 	14 
15 	79 	2 	223584471 	0 	396777484 	15 
16 	81 	2 	4963 	27002 	6227 	16 
17 	84 	3 	200 	0 	1633 	17 
18 	106 	22 	17805177958 	84688739 	1983391 	12 
19 	116 	10 	82602120 	71750270 	7862124 	18 
20 	120 	4 	78211065 	11 	16279509 	19 
21 	120 	0 	78211065 	11 	20353596 	18 
22 	120 	0 	78211065 	11 	19281645 	18 
23 	120 	0 	78211065 	11 	18828896 	18 
24 	120 	0 	78211065 	6009302 	1259128 	18 
25 	120 	0 	78211065 	11 	21702854 	18 
26 	122 	2 	13 	0 	1154880 	20 
27 	122 	0 	20591153421 	27881209357 	15773 	21 
28 	123 	1 	0 	3 	0 	22 
29 	132 	9 	2247 	348 	41 	23 
30 	140 	8 	17805249134 	14304623 	162176 	12 
31 	142 	2 	17805135866 	1571741 	34261 	12 
32 	142 	0 	17805208555 	17890953 	209070 	12 
33 	147 	5 	423315 	3 	24 	24 
34 	151 	4 	70161579576 	1054882280 	105145048 	25 
35 	170 	19 	1154880 	0 	484699 	26 
36 	171 	1 	14 	0 	2591392 	27 
37 	174 	3 	2931729806 	3232549031 	2124 	28 
38 	179 	5 	11651487271 	6273799042 	22343203 	29 
39 	180 	1 	2894700938 	724 	25 	13 
40 	189 	9 	37688659 	0 	50976548 	30 
41 	197 	8 	768829124 	0 	31583 	31 
42 	200 	3 	2591392 	0 	1220459 	32 
43 	203 	3 	1443038267 	3893689729 	454110844 	33 
44 	209 	6 	4083227 	7173683 	1853 	34 
45 	215 	6 	75233 	0 	0 	35 
46 	216 	1 	863180 	0 	839671 	36 
47 	219 	3 	332 	64 	2925946925 	37 
48 	220 	1 	0 	5 	0 	21 
49 	232 	12 	210491369 	1111271 	227433 	38 
50 	234 	2 	1474027626 	1267033314 	451448 	39 
51 	237 	3 	9506424 	6690 	18 	40 
52 	238 	1 	6486445289 	2598158651 	278355597 	41 
53 	239 	1 	2894700938 	703 	25 	13 
54 	239 	0 	5350059674 	6281327587 	9993456 	42 
55 	242 	3 	642 	0 	0 	34 
56 	243 	1 	18689286117 	0 	294512 	43 
57 	248 	5 	52598 	0 	2757 	44 
58 	252 	4 	88512 	0 	4841 	45 
59 	260 	8 	2082308707 	6609572897 	592196005 	46 
60 	268 	8 	262294077317 	57660 	28 	47 
61 	270 	2 	16644099 	0 	681471 	9 
62 	276 	6 	656976046 	0 	71021 	48 
63 	278 	2 	2080703605 	4975414952 	83200639 	49 
64 	280 	2 	1880 	2348 	1464 	50 
65 	280 	0 	10019 	111 	6 	51 
66 	284 	4 	8084739308 	11373894581 	306066745 	52 
67 	289 	5 	54 	4 	25 	53 
68 	298 	9 	15702 	2402 	47 	54 
69 	306 	8 	81881717 	0 	1466567 	55 
70 	310 	4 	31461 	0 	3224 	56 
71 	324 	14 	1591613557 	0 	5641905 	57 
72 	329 	5 	1081956708 	700996798 	34132235 	58 
73 	334 	5 	20701772387 	29667333900 	14389148080 	59 
74 	339 	5 	984460320 	195252299 	86719836 	60 
75 	343 	4 	32347747 	0 	50455984 	61 
76 	347 	4 	1484 	0 	8511 	62 
77 	363 	16 	0 	5 	0 	21 
78 	375 	12 	5557517 	0 	5640378 	63 
79 	375 	0 	22464759 	0 	22467408 	64 
80 	386 	11 	423315 	4 	24 	23 
81 	399 	13 	12 	0 	2914926 	65 
82 	399 	0 	626877 	0 	1466455 	66 
83 	413 	14 	258630 	493937 	115068 	67 
84 	414 	1 	18689286117 	0 	312571 	42 
85 	429 	15 	1977562 	2852048 	652501 	68 
