23	1
43	112
9	1
907	2
2556	4
14245	2
44	1
4703	3
9755	2
15526	2
5555	376
34	1
7072	2
7	1
12168	403
3297	3
4034	3
11206	3
11251	1
9123	2
2147	4
13310	1
9213	380
406	1
13	107
2619	4
15534	1
42	112
16358	116
6264	1
5916	118
8555	1
408	1
15025	22
451	2
11844	9114
723	7
484	2
5206	156
5255	156
5022	3
4987	2
407	1
3327	374
30	5
2606	205
5680	88
15532	32
14247	1
977	34
3975	22
10835	33
11375	5
5489	3
8554	2
4021	130
13367	36
9057	20
7598	221
16678	114
2156	113
2584	35
12162	34
5606	22
13696	5
1509	275
11022	31
11840	1
12204	206
5941	151
4096	1
3326	1715
16357	116
16344	5
7060	20
951	1
11174	41
10501	4
2715	4
79	3
13777	2
434	1
1614	1
2524	1
3809	1
3814	1
4246	1
5030	1
5728	1
6703	1
7068	1
8173	1
8397	1
9599	1
10158	1
10665	1
12945	1
15487	1
16250	1
10498	235
14108	116
10152	116
4766	115
10927	114
6285	113
2607	205
14357	18
4775	5
10189	5
7155	4
78	2
2720	2
16824	1
3905	1
8015	1055
2973	148
7129	113
8568	80
82	72
9606	34
9010	142
11979	22
6368	4
4448	8
77	2
602	2
2719	2
7888	2
9476	2
4358	2
5976	1
1284	235
6466	633
3972	74
5556	375
6286	113
5551	79
1299	4
6551	20
6576	3
4858	2
6441	2
5549	1
5552	1
5553	1
6312	1
6346	1
6478	1
6500	1
6603	1
6643	1
6709	1
6739	1
6776	1
6800	1
6821	1
7999	1
10032	1
10072	1
10104	1
10134	1
13247	127
13620	75
6674	17
9136	8
11214	3
3576	3
6668	2
3231	1
5643	1
5644	1
5647	1
5649	1
5650	1
8021	1
10784	1
12624	1983
47	1564
3535	218
8888	198
14271	149
13358	78
83	76
16688	72
10940	77
4476	35
13461	32
2789	64
6672	12
12975	33
12185	29
98	20
4105	4
139	13
11668	4
16846	3
5633	3
6253	3
6415	2
18	1
2733	1
2891	1
3798	1
3891	1
3949	1
3968	1
4041	1
6273	1
6538	1
6581	1
6669	1
6670	1
6708	1
7122	1
14419	1
14456	1
14499	1
14560	1
16165	1
16167	1
7666	1657
5491	1498
15759	235
3460	444
12	107
2964	90
3414	78
1088	232
2747	116
8031	36
5843	70
8269	54
142	52
5274	12
12481	44
15073	28
6458	5
14747	2
1199	1
2168	1
2624	1
4087	1
4458	1
4749	1
5468	1
5581	1
5678	1
5802	1
6909	1
6990	1
9070	1
9939	1
10833	1
11614	1
12367	1
12370	1
15044	1
15168	1
3685	575
141	127
2766	75
2892	50
1236	47
8963	45
1472	35
10834	33
10941	39
2338	20
1166	34
15095	12
2204	11
6710	11
164	8
8710	8
4717	6
10341	6
12630	6
10229	5
15767	4
3191	4
2375	3
13624	2
16659	2
12467	2
12972	2
10442	3
4165	2
12973	2
16619	1
16658	1
16747	1
16767	1
16965	1
17045	1
17103	1
2385	1
4001	1
4332	1
4774	1
5101	1
5590	1
6266	1
6313	1
6376	1
6671	1
6725	1
8097	1
9874	1
9878	1
9907	1
9987	1
10013	1
10029	1
10039	1
10070	1
10258	1
10292	1
12318	1
12400	1
15343	1
15408	1
15537	1
16107	1
16194	2077
7764	1656
94	1521
16557	1262
6817	1008
16342	804
9857	722
12261	385
15420	236
2177	191
2541	181
4767	115
11253	122
5355	108
8301	202
10420	90
14272	149
2974	148
7312	59
3985	61
14543	72
6537	134
15037	62
4460	99
3345	79
7766	76
7245	60
6762	107
7284	55
7286	55
